Sheet,Cell,Cached error,Formula
Dashboard data,G112,#N/A,"IFERROR(IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,G$110,'Future forecasts'!$G$5:$G$8000,""RUC revenues net of admin fees & refunds"",'Future forecasts'!$E$5:$E$8000,G$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,G$110,'Future forecasts'!$G$5:$G$8000,""RUC revenues net of admin fees & refunds"",'Future forecasts'!$E$5:$E$8000,G$12,'Future forecasts'!$F$5:$F$8000,1),IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,G$110,'Future forecasts'!$G$5:$G$8000,""RUC revenues net of admin fees"",'Future forecasts'!$E$5:$E$8000,G$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,G$110,'Future forecasts'!$G$5:$G$8000,""RUC revenues net of admin fees"",'Future forecasts'!$E$5:$E$8000,G$12,'Future forecasts'!$F$5:$F$8000,1),NA())),NA())"
Dashboard data,H112,#N/A,"IFERROR(IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,H$110,'Future forecasts'!$G$5:$G$8000,""RUC revenues net of admin fees & refunds"",'Future forecasts'!$E$5:$E$8000,H$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,H$110,'Future forecasts'!$G$5:$G$8000,""RUC revenues net of admin fees & refunds"",'Future forecasts'!$E$5:$E$8000,H$12,'Future forecasts'!$F$5:$F$8000,1),IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,H$110,'Future forecasts'!$G$5:$G$8000,""RUC revenues net of admin fees"",'Future forecasts'!$E$5:$E$8000,H$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,H$110,'Future forecasts'!$G$5:$G$8000,""RUC revenues net of admin fees"",'Future forecasts'!$E$5:$E$8000,H$12,'Future forecasts'!$F$5:$F$8000,1),NA())),NA())"
Dashboard data,I112,#N/A,"IFERROR(IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,I$110,'Future forecasts'!$G$5:$G$8000,""RUC revenues net of admin fees & refunds"",'Future forecasts'!$E$5:$E$8000,I$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,I$110,'Future forecasts'!$G$5:$G$8000,""RUC revenues net of admin fees & refunds"",'Future forecasts'!$E$5:$E$8000,I$12,'Future forecasts'!$F$5:$F$8000,1),IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,I$110,'Future forecasts'!$G$5:$G$8000,""RUC revenues net of admin fees"",'Future forecasts'!$E$5:$E$8000,I$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,I$110,'Future forecasts'!$G$5:$G$8000,""RUC revenues net of admin fees"",'Future forecasts'!$E$5:$E$8000,I$12,'Future forecasts'!$F$5:$F$8000,1),NA())),NA())"
Dashboard data,J112,#N/A,"IFERROR(IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,J$110,'Future forecasts'!$G$5:$G$8000,""RUC revenues net of admin fees & refunds"",'Future forecasts'!$E$5:$E$8000,J$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,J$110,'Future forecasts'!$G$5:$G$8000,""RUC revenues net of admin fees & refunds"",'Future forecasts'!$E$5:$E$8000,J$12,'Future forecasts'!$F$5:$F$8000,1),IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,J$110,'Future forecasts'!$G$5:$G$8000,""RUC revenues net of admin fees"",'Future forecasts'!$E$5:$E$8000,J$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,J$110,'Future forecasts'!$G$5:$G$8000,""RUC revenues net of admin fees"",'Future forecasts'!$E$5:$E$8000,J$12,'Future forecasts'!$F$5:$F$8000,1),NA())),NA())"
Dashboard data,K112,#N/A,"IFERROR(IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,K$110,'Future forecasts'!$G$5:$G$8000,""RUC revenues net of admin fees & refunds"",'Future forecasts'!$E$5:$E$8000,K$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,K$110,'Future forecasts'!$G$5:$G$8000,""RUC revenues net of admin fees & refunds"",'Future forecasts'!$E$5:$E$8000,K$12,'Future forecasts'!$F$5:$F$8000,1),IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,K$110,'Future forecasts'!$G$5:$G$8000,""RUC revenues net of admin fees"",'Future forecasts'!$E$5:$E$8000,K$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,K$110,'Future forecasts'!$G$5:$G$8000,""RUC revenues net of admin fees"",'Future forecasts'!$E$5:$E$8000,K$12,'Future forecasts'!$F$5:$F$8000,1),NA())),NA())"
Dashboard data,L112,#N/A,"IFERROR(IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,L$110,'Future forecasts'!$G$5:$G$8000,""RUC revenues net of admin fees & refunds"",'Future forecasts'!$E$5:$E$8000,L$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,L$110,'Future forecasts'!$G$5:$G$8000,""RUC revenues net of admin fees & refunds"",'Future forecasts'!$E$5:$E$8000,L$12,'Future forecasts'!$F$5:$F$8000,1),IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,L$110,'Future forecasts'!$G$5:$G$8000,""RUC revenues net of admin fees"",'Future forecasts'!$E$5:$E$8000,L$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,L$110,'Future forecasts'!$G$5:$G$8000,""RUC revenues net of admin fees"",'Future forecasts'!$E$5:$E$8000,L$12,'Future forecasts'!$F$5:$F$8000,1),NA())),NA())"
Dashboard data,M112,#N/A,"IFERROR(IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,M$110,'Future forecasts'!$G$5:$G$8000,""RUC revenues net of admin fees & refunds"",'Future forecasts'!$E$5:$E$8000,M$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,M$110,'Future forecasts'!$G$5:$G$8000,""RUC revenues net of admin fees & refunds"",'Future forecasts'!$E$5:$E$8000,M$12,'Future forecasts'!$F$5:$F$8000,1),IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,M$110,'Future forecasts'!$G$5:$G$8000,""RUC revenues net of admin fees"",'Future forecasts'!$E$5:$E$8000,M$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,M$110,'Future forecasts'!$G$5:$G$8000,""RUC revenues net of admin fees"",'Future forecasts'!$E$5:$E$8000,M$12,'Future forecasts'!$F$5:$F$8000,1),NA())),NA())"
Dashboard data,N112,#N/A,"IFERROR(IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,N$110,'Future forecasts'!$G$5:$G$8000,""RUC revenues net of admin fees & refunds"",'Future forecasts'!$E$5:$E$8000,N$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,N$110,'Future forecasts'!$G$5:$G$8000,""RUC revenues net of admin fees & refunds"",'Future forecasts'!$E$5:$E$8000,N$12,'Future forecasts'!$F$5:$F$8000,1),IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,N$110,'Future forecasts'!$G$5:$G$8000,""RUC revenues net of admin fees"",'Future forecasts'!$E$5:$E$8000,N$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,N$110,'Future forecasts'!$G$5:$G$8000,""RUC revenues net of admin fees"",'Future forecasts'!$E$5:$E$8000,N$12,'Future forecasts'!$F$5:$F$8000,1),NA())),NA())"
Dashboard data,O112,#N/A,"IFERROR(IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,O$110,'Future forecasts'!$G$5:$G$8000,""RUC revenues net of admin fees & refunds"",'Future forecasts'!$E$5:$E$8000,O$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,O$110,'Future forecasts'!$G$5:$G$8000,""RUC revenues net of admin fees & refunds"",'Future forecasts'!$E$5:$E$8000,O$12,'Future forecasts'!$F$5:$F$8000,1),IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,O$110,'Future forecasts'!$G$5:$G$8000,""RUC revenues net of admin fees"",'Future forecasts'!$E$5:$E$8000,O$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,O$110,'Future forecasts'!$G$5:$G$8000,""RUC revenues net of admin fees"",'Future forecasts'!$E$5:$E$8000,O$12,'Future forecasts'!$F$5:$F$8000,1),NA())),NA())"
Dashboard data,P112,#N/A,"IFERROR(IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,P$110,'Future forecasts'!$G$5:$G$8000,""RUC revenues net of admin fees & refunds"",'Future forecasts'!$E$5:$E$8000,P$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,P$110,'Future forecasts'!$G$5:$G$8000,""RUC revenues net of admin fees & refunds"",'Future forecasts'!$E$5:$E$8000,P$12,'Future forecasts'!$F$5:$F$8000,1),IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,P$110,'Future forecasts'!$G$5:$G$8000,""RUC revenues net of admin fees"",'Future forecasts'!$E$5:$E$8000,P$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,P$110,'Future forecasts'!$G$5:$G$8000,""RUC revenues net of admin fees"",'Future forecasts'!$E$5:$E$8000,P$12,'Future forecasts'!$F$5:$F$8000,1),NA())),NA())"
Dashboard data,Q112,#N/A,"IFERROR(IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,Q$110,'Future forecasts'!$G$5:$G$8000,""RUC revenues net of admin fees & refunds"",'Future forecasts'!$E$5:$E$8000,Q$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,Q$110,'Future forecasts'!$G$5:$G$8000,""RUC revenues net of admin fees & refunds"",'Future forecasts'!$E$5:$E$8000,Q$12,'Future forecasts'!$F$5:$F$8000,1),IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,Q$110,'Future forecasts'!$G$5:$G$8000,""RUC revenues net of admin fees"",'Future forecasts'!$E$5:$E$8000,Q$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,Q$110,'Future forecasts'!$G$5:$G$8000,""RUC revenues net of admin fees"",'Future forecasts'!$E$5:$E$8000,Q$12,'Future forecasts'!$F$5:$F$8000,1),NA())),NA())"
Dashboard data,R112,#N/A,"IFERROR(IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,R$110,'Future forecasts'!$G$5:$G$8000,""RUC revenues net of admin fees & refunds"",'Future forecasts'!$E$5:$E$8000,R$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,R$110,'Future forecasts'!$G$5:$G$8000,""RUC revenues net of admin fees & refunds"",'Future forecasts'!$E$5:$E$8000,R$12,'Future forecasts'!$F$5:$F$8000,1),IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,R$110,'Future forecasts'!$G$5:$G$8000,""RUC revenues net of admin fees"",'Future forecasts'!$E$5:$E$8000,R$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,R$110,'Future forecasts'!$G$5:$G$8000,""RUC revenues net of admin fees"",'Future forecasts'!$E$5:$E$8000,R$12,'Future forecasts'!$F$5:$F$8000,1),NA())),NA())"
Dashboard data,S112,#N/A,"IFERROR(IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,S$110,'Future forecasts'!$G$5:$G$8000,""RUC revenues net of admin fees & refunds"",'Future forecasts'!$E$5:$E$8000,S$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,S$110,'Future forecasts'!$G$5:$G$8000,""RUC revenues net of admin fees & refunds"",'Future forecasts'!$E$5:$E$8000,S$12,'Future forecasts'!$F$5:$F$8000,1),IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,S$110,'Future forecasts'!$G$5:$G$8000,""RUC revenues net of admin fees"",'Future forecasts'!$E$5:$E$8000,S$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,S$110,'Future forecasts'!$G$5:$G$8000,""RUC revenues net of admin fees"",'Future forecasts'!$E$5:$E$8000,S$12,'Future forecasts'!$F$5:$F$8000,1),NA())),NA())"
Dashboard data,B113,#N/A,"IFERROR(IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,B$110,'Future forecasts'!$G$5:$G$8000,""Net FED revenue"",'Future forecasts'!$E$5:$E$8000,B$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,B$110,'Future forecasts'!$G$5:$G$8000,""Net FED revenue"",'Future forecasts'!$E$5:$E$8000,B$12,'Future forecasts'!$F$5:$F$8000,1),NA()),NA())"
Dashboard data,C113,#N/A,"IFERROR(IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,C$110,'Future forecasts'!$G$5:$G$8000,""Net FED revenue"",'Future forecasts'!$E$5:$E$8000,C$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,C$110,'Future forecasts'!$G$5:$G$8000,""Net FED revenue"",'Future forecasts'!$E$5:$E$8000,C$12,'Future forecasts'!$F$5:$F$8000,1),NA()),NA())"
Dashboard data,D113,#N/A,"IFERROR(IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,D$110,'Future forecasts'!$G$5:$G$8000,""Net FED revenue"",'Future forecasts'!$E$5:$E$8000,D$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,D$110,'Future forecasts'!$G$5:$G$8000,""Net FED revenue"",'Future forecasts'!$E$5:$E$8000,D$12,'Future forecasts'!$F$5:$F$8000,1),NA()),NA())"
Dashboard data,E113,#N/A,"IFERROR(IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,E$110,'Future forecasts'!$G$5:$G$8000,""Net FED revenue"",'Future forecasts'!$E$5:$E$8000,E$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,E$110,'Future forecasts'!$G$5:$G$8000,""Net FED revenue"",'Future forecasts'!$E$5:$E$8000,E$12,'Future forecasts'!$F$5:$F$8000,1),NA()),NA())"
Dashboard data,F113,#N/A,"IFERROR(IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,F$110,'Future forecasts'!$G$5:$G$8000,""Net FED revenue"",'Future forecasts'!$E$5:$E$8000,F$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,F$110,'Future forecasts'!$G$5:$G$8000,""Net FED revenue"",'Future forecasts'!$E$5:$E$8000,F$12,'Future forecasts'!$F$5:$F$8000,1),NA()),NA())"
Dashboard data,G113,#N/A,"IFERROR(IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,G$110,'Future forecasts'!$G$5:$G$8000,""Net FED revenue"",'Future forecasts'!$E$5:$E$8000,G$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,G$110,'Future forecasts'!$G$5:$G$8000,""Net FED revenue"",'Future forecasts'!$E$5:$E$8000,G$12,'Future forecasts'!$F$5:$F$8000,1),NA()),NA())"
Dashboard data,H113,#N/A,"IFERROR(IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,H$110,'Future forecasts'!$G$5:$G$8000,""Net FED revenue"",'Future forecasts'!$E$5:$E$8000,H$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,H$110,'Future forecasts'!$G$5:$G$8000,""Net FED revenue"",'Future forecasts'!$E$5:$E$8000,H$12,'Future forecasts'!$F$5:$F$8000,1),NA()),NA())"
Dashboard data,I113,#N/A,"IFERROR(IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,I$110,'Future forecasts'!$G$5:$G$8000,""Net FED revenue"",'Future forecasts'!$E$5:$E$8000,I$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,I$110,'Future forecasts'!$G$5:$G$8000,""Net FED revenue"",'Future forecasts'!$E$5:$E$8000,I$12,'Future forecasts'!$F$5:$F$8000,1),NA()),NA())"
Dashboard data,J113,#N/A,"IFERROR(IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,J$110,'Future forecasts'!$G$5:$G$8000,""Net FED revenue"",'Future forecasts'!$E$5:$E$8000,J$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,J$110,'Future forecasts'!$G$5:$G$8000,""Net FED revenue"",'Future forecasts'!$E$5:$E$8000,J$12,'Future forecasts'!$F$5:$F$8000,1),NA()),NA())"
Dashboard data,K113,#N/A,"IFERROR(IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,K$110,'Future forecasts'!$G$5:$G$8000,""Net FED revenue"",'Future forecasts'!$E$5:$E$8000,K$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,K$110,'Future forecasts'!$G$5:$G$8000,""Net FED revenue"",'Future forecasts'!$E$5:$E$8000,K$12,'Future forecasts'!$F$5:$F$8000,1),NA()),NA())"
Dashboard data,L113,#N/A,"IFERROR(IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,L$110,'Future forecasts'!$G$5:$G$8000,""Net FED revenue"",'Future forecasts'!$E$5:$E$8000,L$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,L$110,'Future forecasts'!$G$5:$G$8000,""Net FED revenue"",'Future forecasts'!$E$5:$E$8000,L$12,'Future forecasts'!$F$5:$F$8000,1),NA()),NA())"
Dashboard data,M113,#N/A,"IFERROR(IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,M$110,'Future forecasts'!$G$5:$G$8000,""Net FED revenue"",'Future forecasts'!$E$5:$E$8000,M$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,M$110,'Future forecasts'!$G$5:$G$8000,""Net FED revenue"",'Future forecasts'!$E$5:$E$8000,M$12,'Future forecasts'!$F$5:$F$8000,1),NA()),NA())"
Dashboard data,N113,#N/A,"IFERROR(IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,N$110,'Future forecasts'!$G$5:$G$8000,""Net FED revenue"",'Future forecasts'!$E$5:$E$8000,N$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,N$110,'Future forecasts'!$G$5:$G$8000,""Net FED revenue"",'Future forecasts'!$E$5:$E$8000,N$12,'Future forecasts'!$F$5:$F$8000,1),NA()),NA())"
Dashboard data,O113,#N/A,"IFERROR(IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,O$110,'Future forecasts'!$G$5:$G$8000,""Net FED revenue"",'Future forecasts'!$E$5:$E$8000,O$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,O$110,'Future forecasts'!$G$5:$G$8000,""Net FED revenue"",'Future forecasts'!$E$5:$E$8000,O$12,'Future forecasts'!$F$5:$F$8000,1),NA()),NA())"
Dashboard data,P113,#N/A,"IFERROR(IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,P$110,'Future forecasts'!$G$5:$G$8000,""Net FED revenue"",'Future forecasts'!$E$5:$E$8000,P$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,P$110,'Future forecasts'!$G$5:$G$8000,""Net FED revenue"",'Future forecasts'!$E$5:$E$8000,P$12,'Future forecasts'!$F$5:$F$8000,1),NA()),NA())"
Dashboard data,Q113,#N/A,"IFERROR(IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,Q$110,'Future forecasts'!$G$5:$G$8000,""Net FED revenue"",'Future forecasts'!$E$5:$E$8000,Q$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,Q$110,'Future forecasts'!$G$5:$G$8000,""Net FED revenue"",'Future forecasts'!$E$5:$E$8000,Q$12,'Future forecasts'!$F$5:$F$8000,1),NA()),NA())"
Dashboard data,R113,#N/A,"IFERROR(IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,R$110,'Future forecasts'!$G$5:$G$8000,""Net FED revenue"",'Future forecasts'!$E$5:$E$8000,R$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,R$110,'Future forecasts'!$G$5:$G$8000,""Net FED revenue"",'Future forecasts'!$E$5:$E$8000,R$12,'Future forecasts'!$F$5:$F$8000,1),NA()),NA())"
Dashboard data,S113,#N/A,"IFERROR(IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,S$110,'Future forecasts'!$G$5:$G$8000,""Net FED revenue"",'Future forecasts'!$E$5:$E$8000,S$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,S$110,'Future forecasts'!$G$5:$G$8000,""Net FED revenue"",'Future forecasts'!$E$5:$E$8000,S$12,'Future forecasts'!$F$5:$F$8000,1),NA()),NA())"
Dashboard data,B114,#N/A,"IFERROR(IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,B$110,'Future forecasts'!$G$5:$G$8000,""Net MVR revenue"",'Future forecasts'!$E$5:$E$8000,B$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,B$110,'Future forecasts'!$G$5:$G$8000,""Net MVR revenue"",'Future forecasts'!$E$5:$E$8000,B$12,'Future forecasts'!$F$5:$F$8000,1),IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,B$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees, refunds & COO"",'Future forecasts'!$E$5:$E$8000,B$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,B$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees, refunds & COO"",'Future forecasts'!$E$5:$E$8000,B$12,'Future forecasts'!$F$5:$F$8000,1),IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,B$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees & COO"",'Future forecasts'!$E$5:$E$8000,B$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,B$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees & COO"",'Future forecasts'!$E$5:$E$8000,B$12,'Future forecasts'!$F$5:$F$8000,1),NA()))),NA())"
Dashboard data,C114,#N/A,"IFERROR(IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,C$110,'Future forecasts'!$G$5:$G$8000,""Net MVR revenue"",'Future forecasts'!$E$5:$E$8000,C$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,C$110,'Future forecasts'!$G$5:$G$8000,""Net MVR revenue"",'Future forecasts'!$E$5:$E$8000,C$12,'Future forecasts'!$F$5:$F$8000,1),IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,C$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees, refunds & COO"",'Future forecasts'!$E$5:$E$8000,C$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,C$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees, refunds & COO"",'Future forecasts'!$E$5:$E$8000,C$12,'Future forecasts'!$F$5:$F$8000,1),IF(COUNTIFS('Future forecasts'!$A$5:$A$8000,C$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees & COO"",'Future forecasts'!$E$5:$E$8000,C$12,'Future forecasts'!$F$5:$F$8000,1)>0,SUMIFS('Future forecasts'!$J$5:$J$8000,'Future forecasts'!$A$5:$A$8000,C$110,'Future forecasts'!$G$5:$G$8000,""MVR revenues net of admin fees & COO"",'Future forecasts'!$E$5:$E$8000,C$12,'Future forecasts'!$F$5:$F$8000,1),NA()))),NA())"
